"EmployeeID","Attrition","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","BusinessTravel","Department","DistanceFromHome","Education","Gender","JobLevel","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"2227","No","1","2","NA","3","3","31","Travel_Rarely","Research & Development","1","3","Male","1","Single","168560","3","12","8","1","9","3","3","1","0"
"2228","No","4","1","3","4","3","34","Travel_Frequently","Sales","2","1","Female","5","Divorced","26860","5","11","8","0","10","3","4","1","3"
"2229","Yes","1","2","4","1","3","31","Travel_Rarely","Sales","20","3","Male","1","Single","61800","1","14","8","1","1","2","1","0","0"
"2230","No","2","1","4","3","3","27","Travel_Rarely","Human Resources","11","4","Male","4","Married","66320","0","16","8","0","6","3","5","1","4"
"2231","No","1","4","2","2","3","36","Travel_Rarely","Sales","1","3","Male","2","Single","35050","1","12","8","2","10","2","10","1","8"
"2232","No","3","1","2","3","3","36","Travel_Rarely","Research & Development","24","3","Female","3","Married","63970","4","14","8","1","11","3","3","0","2"
"2233","No","1","4","2","3","3","47","Travel_Rarely","Research & Development","23","4","Female","2","Married","62740","7","14","8","2","17","0","6","1","2"
"2234","Yes","1","1","3","2","3","25","Travel_Rarely","Sales","16","4","Male","2","Married","198590","3","19","8","0","6","3","3","2","2"
"2235","No","3","3","1","3","4","37","Non-Travel","Sales","8","4","Male","1","Single","75870","0","22","8","1","7","5","6","1","3"
"2236","No","1","1","4","3","3","56","Travel_Rarely","Research & Development","10","4","Male","2","Married","42580","2","16","8","0","5","2","3","1","0"
"2237","No","1","3","4","3","3","47","Travel_Rarely","Research & Development","3","2","Male","2","Married","43640","3","11","8","1","26","3","20","5","6"
"2238","No","4","3","3","3","3","24","Travel_Rarely","Research & Development","5","1","Male","1","Married","43350","1","15","8","1","5","5","5","0","3"
"2239","No","4","4","2","3","3","32","Travel_Rarely","Sales","4","3","Male","1","Married","53260","4","14","8","1","7","2","4","0","3"
"2240","No","4","2","2","3","3","34","Travel_Rarely","Research & Development","9","2","Male","1","Married","32800","5","13","8","0","7","3","5","0","2"
"2241","No","2","3","2","3","3","41","Travel_Rarely","Research & Development","26","3","Female","3","Married","54850","2","17","8","2","7","2","4","0","3"
"2242","No","3","3","4","2","3","40","Non-Travel","Sales","3","2","Male","1","Divorced","43420","3","11","8","1","11","6","8","0","7"
"2243","No","1","4","3","3","3","31","Travel_Rarely","Research & Development","16","3","Male","2","Divorced","27820","1","19","8","1","13","5","13","9","9"
"2244","Yes","1","4","4","3","3","46","Travel_Rarely","Research & Development","18","1","Male","1","Divorced","59800","4","11","8","1","28","2","7","4","3"
"2245","Yes","1","1","4","2","3","39","Non-Travel","Research & Development","2","4","Male","2","Single","43810","2","15","8","2","11","1","1","0","0"
"2246","Yes","3","2","3","3","3","31","Travel_Frequently","Sales","2","3","Male","2","Single","25720","1","13","8","3","10","3","10","4","7"
"2247","No","2","1","3","3","3","45","Travel_Rarely","Sales","10","2","Male","1","Divorced","38330","2","14","8","0","24","1","7","0","7"
"2248","No","4","2","3","3","3","31","Travel_Rarely","Research & Development","16","4","Male","3","Single","42440","9","13","8","0","8","3","3","0","2"
"2249","Yes","2","4","1","3","4","31","Travel_Frequently","Research & Development","7","4","Male","1","Married","65000","6","23","8","1","7","5","2","2","2"
"2250","No","2","4","4","3","3","45","Travel_Rarely","Research & Development","1","2","Female","1","Married","184300","4","12","8","1","10","5","3","1","2"
"2251","No","3","1","3","3","3","48","Travel_Rarely","Research & Development","24","3","Male","2","Divorced","16010","4","12","8","0","15","3","2","2","2"
"2252","Yes","1","3","3","3","3","34","Travel_Rarely","Research & Development","7","4","Male","2","Married","26940","1","16","8","1","2","3","2","2","2"
"2253","No","4","2","3","2","3","40","Non-Travel","Research & Development","25","4","Female","1","Divorced","31490","2","15","8","1","16","1","9","4","8"
"2254","No","4","1","3","3","3","28","Travel_Rarely","Research & Development","1","2","Female","1","Single","176390","0","13","8","1","6","0","5","1","3"
"2255","No","3","3","3","2","3","44","Non-Travel","Research & Development","5","3","Male","1","Single","23190","3","18","8","0","7","4","5","0","3"
"2256","No","4","2","2","3","4","53","Travel_Rarely","Research & Development","2","4","Male","2","Single","116910","4","20","8","0","35","2","9","8","8"
"2257","No","1","3","2","1","3","49","Travel_Rarely","Research & Development","7","3","Male","3","Married","53240","2","19","8","0","20","2","3","1","2"
"2258","No","3","3","4","3","3","40","Travel_Rarely","Research & Development","2","4","Male","3","Divorced","167520","2","18","8","1","8","3","3","1","2"
"2259","No","4","2","2","4","3","44","Travel_Rarely","Research & Development","5","1","Male","3","Single","52280","1","13","8","0","6","2","5","1","3"
"2260","No","4","1","3","3","3","33","Travel_Frequently","Human Resources","10","3","Female","2","Married","27000","0","14","8","3","5","2","4","0","3"
"2261","No","4","1","3","3","3","34","Travel_Rarely","Research & Development","10","4","Female","1","Single","192460","3","15","8","1","15","5","13","3","12"
"2262","No","4","3","2","3","4","30","Travel_Rarely","Sales","1","2","Male","1","Married","25060","8","22","8","0","4","3","2","2","2"
"2263","No","1","4","3","3","4","42","Travel_Frequently","Research & Development","8","4","Female","1","Single","60620","1","22","8","2","12","2","12","5","8"
"2264","No","1","3","2","3","3","44","Travel_Frequently","Research & Development","5","3","Female","5","Married","43820","7","16","8","2","11","2","1","0","0"
"2265","No","3","3","2","3","3","30","Non-Travel","Research & Development","8","3","Male","1","Divorced","21430","1","17","8","1","1","2","1","0","0"
"2266","No","2","3","2","2","3","57","Travel_Rarely","Sales","2","1","Male","3","Married","61620","0","14","8","0","13","5","12","2","8"
"2267","No","3","2","3","3","3","49","Travel_Rarely","Research & Development","7","3","Female","2","Divorced","50940","3","15","8","0","29","5","8","0","7"
"2268","No","2","1","2","3","4","34","Travel_Frequently","Research & Development","2","4","Female","2","Divorced","68770","7","20","8","0","16","3","14","6","9"
"2269","Yes","1","3","4","3","4","28","Travel_Frequently","Research & Development","2","3","Male","1","Married","22740","3","20","8","1","5","5","3","1","2"
"2270","Yes","1","2","1","3","3","29","Travel_Frequently","Research & Development","28","3","Female","5","Single","44340","5","17","8","3","7","1","5","0","0"
"2271","Yes","1","2","4","3","3","34","Travel_Rarely","Research & Development","7","1","Male","1","Single","62880","0","15","8","1","16","2","15","10","10"
"2272","No","4","3","3","2","3","35","Travel_Rarely","Sales","7","4","Female","4","Married","25530","1","14","8","1","1","4","1","0","0"
"2273","Yes","2","1","2","2","3","24","Travel_Frequently","Sales","3","3","Male","2","Single","76540","2","17","8","1","4","3","0","0","0"
"2274","No","4","2","3","1","3","24","Non-Travel","Research & Development","10","3","Female","2","Married","51600","1","17","8","1","1","3","1","0","0"
"2275","No","2","3","2","2","4","44","Travel_Frequently","Research & Development","5","2","Female","2","Single","171590","5","22","8","1","16","1","2","2","2"
"2276","No","3","3","3","3","3","29","Travel_Rarely","Sales","10","2","Female","1","Divorced","128080","1","13","8","0","10","6","10","0","4"
"2277","No","3","3","4","3","3","30","Travel_Rarely","Research & Development","1","2","Male","3","Divorced","102210","0","19","8","1","6","2","5","1","3"
"2278","No","4","3","3","3","3","55","Travel_Rarely","Sales","20","3","Male","2","Married","47790","0","14","8","1","4","6","3","1","2"
"2279","No","1","2","3","3","4","33","Travel_Rarely","Research & Development","7","2","Male","2","Married","37370","8","22","8","2","8","2","5","0","2"
"2280","No","3","3","2","2","3","47","Travel_Rarely","Research & Development","8","4","Female","2","Married","23660","3","17","8","0","11","5","5","1","2"
"2281","Yes","3","1","2","3","3","28","Travel_Frequently","Sales","1","3","Male","2","Single","17060","7","12","8","0","8","3","0","0","0"
"2282","No","1","3","1","2","3","28","Travel_Rarely","Sales","8","4","Male","1","Divorced","163070","1","16","8","0","1","3","1","0","0"
"2283","No","3","1","3","3","3","28","Travel_Frequently","Research & Development","9","3","Female","2","Single","59330","0","11","8","0","5","3","4","1","3"
"2284","No","3","1","3","3","3","49","Travel_Rarely","Research & Development","5","4","Female","1","Married","34240","4","11","8","0","10","3","3","1","2"
"2285","No","4","2","3","1","3","29","Travel_Frequently","Research & Development","8","1","Male","1","Married","40370","0","14","8","0","4","2","3","0","2"
"2286","No","3","2","2","2","3","28","Travel_Rarely","Research & Development","5","1","Male","2","Married","25590","1","11","8","0","8","3","8","1","7"
"2287","No","4","3","3","2","3","33","Travel_Rarely","Research & Development","15","4","Female","1","Single","62010","2","15","8","3","14","2","0","0","0"
"2288","No","3","4","4","2","4","32","Travel_Rarely","Research & Development","7","3","Female","3","Single","44030","2","20","8","0","10","3","5","0","0"
"2289","No","2","4","3","2","3","54","Travel_Frequently","Sales","10","3","Female","4","Divorced","37610","3","12","8","0","26","3","14","1","12"
"2290","Yes","1","1","1","3","3","29","Travel_Rarely","Research & Development","5","3","Female","2","Single","109340","6","17","8","2","11","2","9","0","7"
"2291","No","4","1","4","2","3","44","Travel_Rarely","Sales","26","1","Male","1","Married","107610","3","11","8","1","24","5","20","14","17"
"2292","No","2","2","3","4","3","39","Travel_Rarely","Sales","6","1","Female","2","Single","51750","4","17","8","1","9","2","2","2","2"
"2293","No","3","2","4","2","3","46","Travel_Rarely","Research & Development","4","2","Male","3","Married","138260","8","11","8","0","23","1","13","5","1"
"2294","No","4","2","1","4","3","35","Travel_Rarely","Research & Development","23","4","Male","2","Single","63340","1","14","8","0","11","2","11","3","3"
"2295","No","1","3","3","2","3","23","Travel_Rarely","Research & Development","2","4","Female","2","Single","49360","0","19","8","1","5","2","4","1","2"
"2296","Yes","4","1","1","4","3","40","Travel_Rarely","Research & Development","2","3","Male","2","Single","47750","3","15","8","1","15","3","5","1","0"
"2297","No","4","3","3","3","3","34","Travel_Rarely","Human Resources","2","3","Male","2","Married","28180","1","13","8","1","10","2","10","8","6"
"2298","Yes","4","3","1","2","3","31","Travel_Frequently","Research & Development","29","3","Female","2","Single","25150","1","14","8","0","7","3","7","7","7"
"2299","No","3","4","3","2","3","50","Travel_Frequently","Research & Development","6","3","Male","1","Single","23420","1","12","8","1","32","2","32","13","9"
"2300","No","2","3","3","3","3","34","Travel_Rarely","Sales","25","5","Female","1","Married","41940","0","17","8","2","12","3","11","5","7"
"2301","No","3","2","3","3","3","42","Travel_Rarely","Research & Development","1","3","Female","1","Married","106850","4","11","8","3","4","2","1","0","0"
"2302","No","1","4","3","3","3","37","Travel_Rarely","Research & Development","2","2","Male","1","Married","20220","1","12","8","0","10","1","10","3","7"
"2303","No","3","1","3","4","3","29","Travel_Rarely","Research & Development","1","3","Female","1","Married","23140","3","13","8","0","9","5","7","0","7"
"2304","No","4","2","3","3","3","33","Travel_Rarely","Research & Development","1","1","Male","1","Single","42560","1","13","8","3","5","1","5","0","2"
"2305","No","4","4","3","2","4","45","Travel_Rarely","Sales","3","3","Male","3","Married","35800","4","20","8","1","8","1","5","0","3"
"2306","No","4","4","1","3","3","42","Travel_Frequently","Human Resources","1","4","Male","2","Married","31620","2","17","8","2","24","1","20","13","9"
"2307","No","1","1","4","4","3","40","Travel_Rarely","Sales","10","1","Female","1","Married","65240","0","13","8","1","9","2","8","7","1"
"2308","No","2","3","3","2","3","33","Travel_Rarely","Research & Development","9","3","Female","2","Married","28990","1","17","8","0","15","3","15","5","7"
"2309","No","3","4","3","3","3","40","Travel_Rarely","Sales","5","5","Male","1","Single","52310","1","12","8","2","21","4","21","7","7"
"2310","No","3","1","3","3","3","24","Travel_Rarely","Sales","10","2","Male","1","Divorced","23560","0","13","8","0","2","5","1","0","0"
"2311","No","4","4","NA","2","3","40","Non-Travel","Research & Development","7","3","Male","1","Divorced","28000","3","12","8","2","8","0","2","2","2"
"2312","No","1","2","3","4","4","45","Travel_Rarely","Research & Development","4","3","Female","3","Divorced","118360","1","22","8","0","10","2","10","7","7"
"2313","No","2","3","3","4","3","35","Travel_Rarely","Research & Development","10","1","Male","1","Married","109030","0","11","8","0","6","3","5","4","2"
"2314","No","4","2","3","4","4","32","Travel_Rarely","Research & Development","22","4","Male","1","Married","29730","3","22","8","0","12","0","7","2","5"
"2315","No","3","4","2","2","3","36","Travel_Rarely","Sales","9","3","Female","4","Single","142750","3","18","8","1","7","5","3","1","2"
"2316","No","3","3","3","3","3","48","Travel_Rarely","Research & Development","12","4","Male","1","Divorced","55620","8","13","8","1","18","2","8","7","7"
"2317","No","3","3","2","4","3","29","Travel_Rarely","Research & Development","23","4","Female","2","Married","45370","6","18","8","1","5","5","1","0","0"
"2318","No","1","1","1","2","4","33","Travel_Rarely","Research & Development","9","1","Male","1","Married","76420","2","20","8","1","8","2","2","2","2"
"2319","Yes","2","1","3","3","3","30","Travel_Rarely","Research & Development","1","3","Male","3","Married","179240","1","13","8","2","10","2","10","6","7"
"2320","No","3","3","3","3","3","38","Travel_Frequently","Sales","9","3","Male","1","Married","52040","3","13","8","1","10","2","6","1","2"
"2321","No","4","1","3","3","3","35","Travel_Rarely","Sales","7","2","Male","1","Single","22770","1","12","8","1","3","2","3","1","2"
"2322","No","3","2","3","3","3","30","Travel_Rarely","Research & Development","14","3","Male","5","Married","27950","3","13","8","0","9","4","4","1","3"
"2323","Yes","1","1","3","1","3","35","Travel_Rarely","Research & Development","2","3","Female","1","Divorced","25320","1","13","8","0","1","2","1","0","0"
"2324","Yes","3","4","3","3","4","53","Travel_Rarely","Research & Development","19","3","Male","2","Married","25590","0","25","8","0","34","2","33","1","9"
"2325","Yes","3","2","3","2","3","38","Travel_Rarely","Research & Development","2","3","Female","3","Married","49080","4","19","8","1","7","3","5","1","4"
"2326","No","4","1","2","3","3","32","Non-Travel","Research & Development","10","4","Female","5","Married","23800","4","13","8","0","9","5","6","1","2"
"2327","No","3","1","2","3","3","48","Travel_Rarely","Research & Development","2","5","Male","1","Married","47650","8","12","8","1","10","4","8","7","6"
"2328","No","1","4","1","3","3","34","Travel_Rarely","Research & Development","3","3","Male","2","Single","20440","1","11","8","0","1","2","1","0","0"
"2329","No","3","4","3","2","3","55","Travel_Rarely","Research & Development","11","1","Female","1","Married","26930","1","18","8","0","36","6","36","2","13"
"2330","No","2","4","2","3","3","34","Travel_Rarely","Research & Development","2","2","Male","2","Married","65860","9","18","8","1","9","3","2","2","1"
"2331","No","1","4","3","3","3","26","Travel_Rarely","Research & Development","4","3","Male","1","Married","32940","1","11","8","0","1","6","1","0","0"
"2332","No","3","2","3","4","4","38","Travel_Rarely","Sales","14","2","Female","1","Married","41710","0","23","8","0","10","4","9","7","7"
"2333","No","2","2","4","2","3","38","Travel_Rarely","Research & Development","2","3","Female","1","Single","27780","2","13","8","0","8","5","3","1","2"
"2334","No","2","3","3","3","3","36","Travel_Rarely","Human Resources","1","3","Male","1","Single","23770","6","13","8","2","15","3","1","0","0"
"2335","No","2","1","3","2","3","29","Travel_Rarely","Research & Development","10","3","Male","1","Single","24040","1","17","8","0","10","3","10","1","5"
"2336","No","1","3","3","4","3","35","Travel_Rarely","Sales","12","2","Female","2","Single","23180","3","19","8","0","10","4","5","0","4"
"2337","No","4","3","3","3","3","39","Travel_Rarely","Sales","2","2","Female","1","Married","20080","2","12","8","0","11","3","7","7","6"
"2338","No","1","4","4","3","4","29","Travel_Frequently","Research & Development","5","1","Female","1","Divorced","62440","1","22","8","0","6","3","6","1","3"
"2339","No","3","3","3","1","3","50","Travel_Rarely","Research & Development","4","2","Female","1","Married","27990","4","12","8","1","27","0","1","0","0"
"2340","No","4","3","3","3","3","23","Travel_Rarely","Research & Development","7","2","Female","3","Married","105520","2","11","8","0","4","2","2","2","2"
"2341","No","1","1","3","3","3","36","Travel_Frequently","Sales","21","3","Male","2","Married","23290","3","15","8","0","9","2","3","0","2"
"2342","No","4","4","3","3","3","42","Travel_Rarely","Research & Development","8","2","Female","5","Single","40140","8","13","8","1","24","3","1","0","1"
"2343","No","2","3","2","3","3","35","Travel_Rarely","Sales","4","3","Female","2","Married","74030","1","12","8","1","10","4","10","6","8"
"2344","No","4","3","2","3","3","34","Travel_Frequently","Research & Development","25","1","Female","1","Married","22590","1","14","8","0","8","2","8","7","7"
"2345","No","4","1","3","3","3","40","Travel_Rarely","Research & Development","1","4","Male","2","Married","69320","1","13","8","0","5","5","5","1","2"
"2346","No","4","2","3","4","4","43","Travel_Rarely","Research & Development","1","1","Male","1","Divorced","46780","5","25","8","1","8","0","6","0","2"
"2347","No","3","4","2","2","3","35","Travel_Rarely","Sales","6","3","Female","3","Married","135820","1","17","8","1","1","3","1","0","1"
"2348","No","4","1","1","3","3","46","Travel_Rarely","Research & Development","12","4","Male","1","Single","23320","1","11","8","0","27","2","26","0","12"
"2349","Yes","3","2","3","3","3","28","Travel_Rarely","Human Resources","1","3","Female","2","Married","24130","1","16","8","1","1","2","1","0","0"
"2350","No","2","3","2","2","3","22","Non-Travel","Sales","17","2","Male","3","Married","97050","1","18","8","2","4","3","4","1","3"
"2351","No","2","3","3","2","4","50","Travel_Frequently","Research & Development","3","3","Male","2","Married","42940","2","20","8","0","32","2","30","12","13"
"2352","No","2","4","3","3","3","32","Travel_Rarely","Research & Development","3","2","Male","3","Married","47210","3","14","8","1","6","3","3","0","2"
"2353","No","2","4","2","3","4","44","Travel_Rarely","Research & Development","10","3","Male","3","Divorced","25190","0","21","8","2","23","2","22","1","10"
"2354","No","2","2","2","3","3","30","Travel_Rarely","Research & Development","4","3","Female","1","Married","21210","1","13","8","1","6","2","6","1","1"
"2355","No","3","1","3","3","3","45","Travel_Rarely","Sales","29","2","Female","2","Single","29730","1","12","8","0","10","2","10","1","4"
"2356","No","1","1","3","2","3","45","Non-Travel","Sales","2","4","Male","2","Married","58550","1","14","8","1","10","3","10","4","5"
"2357","No","4","1","3","3","4","31","Travel_Frequently","Research & Development","7","3","Male","2","Single","36170","7","21","8","1","10","5","5","0","3"
"2358","No","3","3","3","3","3","36","Travel_Rarely","Research & Development","18","1","Male","2","Married","67250","9","17","8","1","7","3","3","1","1"
"2359","No","3","4","3","2","3","34","Travel_Frequently","Sales","28","4","Male","5","Divorced","103250","1","11","8","1","9","3","9","7","2"
"2360","No","3","1","2","3","3","49","Travel_Rarely","Research & Development","1","4","Male","3","Married","69490","1","14","8","1","10","2","9","1","4"
"2361","No","2","1","3","3","3","39","Travel_Rarely","Research & Development","6","2","Male","3","Married","106090","2","17","8","1","10","2","7","7","7"
"2362","No","4","1","3","3","3","27","Travel_Rarely","Research & Development","2","1","Male","4","Divorced","44470","1","13","8","0","7","4","7","0","7"
"2363","No","2","1","3","2","4","35","Travel_Rarely","Research & Development","2","3","Female","2","Married","21570","1","25","8","0","16","1","16","1","10"
"2364","No","2","1","2","3","3","28","Travel_Rarely","Research & Development","23","3","Male","3","Divorced","46010","0","15","8","2","6","2","5","0","0"
"2365","No","3","4","3","3","3","21","Travel_Rarely","Research & Development","3","1","Female","1","Single","170990","1","14","8","1","3","2","2","2","2"
"2366","Yes","2","4","4","2","3","18","Travel_Frequently","Research & Development","3","5","Male","1","Single","24790","NA","12","8","1","0","2","0","0","0"
"2367","No","4","3","3","2","3","47","Travel_Rarely","Research & Development","25","4","Male","2","Married","148520","3","19","8","3","27","3","5","1","0"
"2368","No","3","3","3","3","3","39","Travel_Rarely","Sales","2","4","Male","1","Divorced","72640","0","17","8","0","NA","5","10","0","7"
"2369","No","1","3","3","3","3","40","Travel_Rarely","Research & Development","22","1","Male","1","Married","56660","1","14","8","1","18","2","18","14","12"
"2370","No","3","3","3","3","3","35","Non-Travel","Research & Development","29","3","Female","2","Married","78230","1","13","8","1","15","3","14","2","9"
"2371","No","3","3","2","4","3","37","Travel_Rarely","Research & Development","29","4","Male","1","Married","78800","3","12","8","1","9","2","4","0","2"
"2372","No","1","3","1","3","3","39","Travel_Frequently","Research & Development","2","3","Female","2","Single","131940","0","11","8","0","10","2","9","3","8"
"2373","No","4","4","3","2","3","45","Travel_Rarely","Research & Development","28","3","Female","2","Divorced","50670","1","11","8","2","10","3","10","3","9"
"2374","No","4","3","4","3","3","38","Travel_Rarely","Research & Development","2","4","Female","3","Married","50790","3","11","8","0","10","3","5","0","2"
"2375","Yes","4","1","3","3","3","35","Travel_Rarely","Research & Development","2","3","Male","3","Married","23210","9","12","8","1","15","0","13","6","0"
"2376","No","2","2","1","3","3","37","Travel_Rarely","Research & Development","22","3","Female","2","Married","174440","1","14","8","0","8","4","8","7","7"
"2377","No","3","4","2","2","3","40","Travel_Rarely","Research & Development","8","3","Female","2","Single","24040","6","17","8","0","18","2","4","3","3"
"2378","No","1","4","3","2","3","44","Travel_Frequently","Sales","2","2","Male","1","Married","34520","4","11","8","1","14","2","10","0","2"
"2379","No","3","4","3","3","3","48","Travel_Frequently","Sales","10","4","Female","3","Married","22700","2","14","8","3","23","2","2","2","2"
"2380","Yes","NA","4","2","1","3","35","Travel_Rarely","Research & Development","9","3","Male","2","Divorced","173990","6","12","8","0","7","3","2","2","2"
"2381","No","1","4","3","3","4","24","Travel_Frequently","Research & Development","15","3","Male","2","Single","54880","1","22","8","1","6","6","6","1","3"
"2382","No","2","3","3","1","3","27","Travel_Rarely","Sales","10","4","Male","3","Married","194190","7","14","8","1","5","2","3","0","2"
"2383","No","4","4","2","3","4","27","Travel_Frequently","Research & Development","7","3","Male","1","Single","28110","2","20","8","0","6","3","4","1","2"
"2384","Yes","1","1","1","3","3","40","Travel_Rarely","Sales","16","4","Male","1","Single","36330","3","16","8","2","10","0","4","0","3"
"2385","No","3","3","3","2","3","29","Travel_Rarely","Research & Development","20","1","Female","2","Single","41630","9","15","8","1","8","4","5","1","4"
"2386","No","2","1","3","2","4","36","Travel_Rarely","Research & Development","23","3","Female","3","Married","21320","4","20","8","0","9","1","3","0","2"
"2387","No","4","3","3","2","3","25","Travel_Frequently","Sales","5","1","Male","4","Divorced","139730","1","14","8","0","7","3","7","0","7"
"2388","No","4","2","3","3","3","39","Travel_Rarely","Sales","10","3","Female","2","Married","26840","4","12","8","0","7","2","5","1","0"
"2389","No","1","2","3","2","4","49","Travel_Rarely","Sales","4","2","Male","2","Married","108450","3","24","8","0","27","4","4","1","2"
"2390","No","4","1","3","2","3","50","Travel_Rarely","Research & Development","2","2","Male","3","Divorced","43770","5","12","8","1","19","2","14","1","11"
"2391","No","3","3","3","3","3","20","Travel_Rarely","Research & Development","18","4","Female","2","Single","37430","1","13","8","1","2","2","2","2","2"
"2392","No","4","2","3","3","3","34","Travel_Rarely","Research & Development","10","3","Male","3","Divorced","41480","1","11","8","0","11","3","11","7","9"
"2393","No","1","2","3","3","3","36","Travel_Rarely","Research & Development","1","3","Female","2","Single","10510","2","14","8","0","15","2","4","1","3"
"2394","No","3","3","3","3","3","49","Travel_Rarely","Human Resources","6","2","Female","2","Married","107390","2","11","8","3","30","3","15","2","12"
"2395","No","4","3","NA","3","3","36","Non-Travel","Research & Development","8","4","Male","4","Married","103880","0","14","8","0","4","2","3","1","2"
"2396","No","4","1","3","3","3","36","Travel_Rarely","Research & Development","2","2","Female","2","Divorced","114160","6","16","8","0","13","2","5","0","4"
"2397","No","2","3","3","3","3","54","Travel_Rarely","Sales","24","3","Male","1","Married","26000","3","14","8","0","36","5","10","4","7"
"2398","No","3","3","3","3","3","43","Travel_Rarely","Research & Development","2","4","Female","1","Married","24220","1","11","8","1","14","2","14","6","11"
"2399","Yes","4","4","4","2","3","35","Travel_Frequently","Research & Development","17","4","Male","1","Single","54720","3","11","8","1","13","3","11","6","7"
"2400","No","4","4","4","3","3","38","Travel_Frequently","Research & Development","19","2","Male","2","Married","24510","7","12","8","1","19","3","13","2","9"
"2401","No","1","2","2","2","3","29","Travel_Rarely","Research & Development","1","2","Male","2","Divorced","42400","1","14","8","0","10","2","10","0","9"
"2402","No","4","4","3","2","3","33","Travel_Rarely","Research & Development","7","3","Male","5","Divorced","109990","1","18","8","3","6","3","6","0","4"
"2403","No","4","2","2","3","3","32","Travel_Rarely","Research & Development","5","4","Male","5","Divorced","50030","0","13","8","0","10","5","9","1","6"
"2404","No","1","4","3","2","3","31","Travel_Rarely","Research & Development","28","4","Female","2","Married","127420","1","11","8","0","10","4","10","0","2"
"2405","No","4","1","2","2","3","49","Travel_Rarely","Research & Development","2","4","Male","1","Divorced","42270","4","18","8","0","17","3","2","2","2"
"2406","No","4","2","3","3","3","38","Travel_Frequently","Sales","29","2","Female","1","Single","39170","1","15","8","3","4","2","4","3","3"
"2407","No","2","2","3","2","4","47","Travel_Rarely","Research & Development","1","4","Male","3","Divorced","183030","6","22","8","1","29","2","3","1","2"
"2408","No","3","3","3","1","3","49","Travel_Rarely","Research & Development","21","3","Male","2","Single","23800","4","13","8","0","23","3","8","0","0"
"2409","No","4","3","3","4","3","41","Travel_Rarely","Research & Development","24","4","Female","4","Single","137260","3","12","8","0","21","6","2","0","2"
"2410","No","4","1","3","3","3","20","Travel_Rarely","Research & Development","1","3","Male","1","Single","47770","1","18","8","1","2","3","2","0","2"
"2411","No","3","4","3","2","3","33","Non-Travel","Research & Development","18","2","Female","2","Divorced","63850","1","13","8","0","7","6","6","1","2"
"2412","No","1","3","2","3","3","36","Travel_Rarely","Research & Development","2","2","Male","3","Married","199730","6","12","8","0","10","2","3","0","2"
"2413","No","3","4","3","2","3","44","Travel_Rarely","Research & Development","9","3","Female","3","Divorced","68610","4","12","8","0","8","2","2","2","2"
"2414","Yes","4","3","3","3","3","23","Travel_Rarely","Human Resources","6","3","Female","3","Single","49690","1","12","8","0","5","3","5","1","2"
"2415","No","4","3","2","3","3","38","Travel_Rarely","Research & Development","11","2","Male","1","Married","198450","7","11","8","1","7","3","0","0","0"
"2416","No","2","4","3","3","3","53","Travel_Rarely","Research & Development","24","3","Male","4","Married","133200","3","11","8","0","11","2","4","1","2"
"2417","Yes","4","3","3","1","3","48","Travel_Frequently","Sales","10","2","Male","1","Married","63470","2","12","8","1","19","3","9","7","7"
"2418","Yes","4","2","3","3","3","32","Travel_Rarely","Sales","1","3","Male","2","Single","27430","1","19","8","1","1","2","1","0","0"
"2419","No","4","4","3","3","4","26","Non-Travel","Research & Development","18","2","Male","1","Single","108800","1","23","8","1","7","5","7","5","7"
"2420","No","1","2","3","3","3","55","Travel_Rarely","Research & Development","23","1","Male","5","Divorced","23420","5","11","8","2","8","2","4","1","2"
"2421","No","2","4","4","1","3","34","Travel_Rarely","Sales","28","3","Female","2","Married","176500","1","19","8","1","15","6","15","4","13"
"2422","No","3","4","4","2","3","60","Travel_Rarely","Sales","17","4","Male","1","Divorced","40250","3","13","8","1","19","5","1","0","0"
"2423","No","2","2","3","3","3","33","Travel_Rarely","Sales","3","3","Male","3","Married","97250","1","11","8","0","14","0","14","2","13"
"2424","No","3","4","2","3","3","37","Travel_Frequently","Research & Development","13","3","Male","1","Divorced","119040","1","12","8","1","6","4","6","1","3"
"2425","No","2","4","3","3","3","34","Travel_Rarely","Research & Development","7","2","Male","1","Married","21770","1","13","8","0","10","5","10","8","7"
"2426","Yes","3","4","3","3","3","23","Travel_Rarely","Research & Development","12","2","Male","2","Divorced","75250","1","14","8","2","3","2","3","0","2"
"2427","No","3","4","3","4","3","44","Travel_Rarely","Human Resources","1","3","Male","1","Married","48340","1","14","8","0","9","1","8","6","7"
"2428","No","1","4","4","3","3","35","Travel_Frequently","Research & Development","13","3","Male","3","Single","20420","0","16","8","0","6","2","5","1","4"
"2429","No","4","4","3","1","3","43","Travel_Rarely","Research & Development","25","4","Male","2","Married","22200","1","11","8","0","10","2","10","8","8"
"2430","No","3","3","3","3","3","24","Travel_Rarely","Research & Development","6","3","Male","3","Married","10520","1","13","8","0","5","3","5","0","4"
"2431","No","4","3","3","3","3","41","Travel_Rarely","Sales","6","4","Male","1","Single","28210","1","17","8","0","10","3","10","8","7"
